,Unnamed: 0,text,star,original,cluster,action_cluster
7103,7103,"['well', 'non', 'brand', 'tv', 'get', 'good', 'expect', 'brand', 'like', 'lg', 'always', 'try', 'suggest', 'lg', 'lg', 'send', 'technician', 'zero', 'knowledge', 'person']",2,"Better than non brand tv but you can't get better what you expect from Brand like LG.

I always trying to to suggest lg but lg send technician with zero knowledge person.",0,2
7104,7104,"['panel', 'huge', 'disappointment', 'promise', 'mislead', 'lot', 'youtube', 'reviewer', 'beware', 'os', 'awfully', 'slow', 'remote', 'quality', 'cheap', 'black', 'grey']",2,"The panel it has it a huge disappointment. The promise of 4K is mislead by a lot of youtube reviewers so beware.
OS is awfully slow. Remote’s quality is cheap. The blacks are grey.",0,5
7105,7105,"['picture', 'clarity', 'good']",2,Picture clarity not so good,0,3
7106,7106,"['tv', 'good', 'term', 'display', 'quality', 'video', 'resolution', 'however', 'slow', 'operation', 'switch', 'apps', 'use', 'remote', 'function', 'lot', 'latency', 'perform', 'remote', 'operation', 'like', 'webos', 'samsung', 'tizen', 'way', 'far', 'well', 'webos']",3,"Tv is good in terms of display quality and video resolution, however it is very slow in operation , switching in apps using remote function there is a lot of latency in performing remote operations, didn't like webos. Samsung tizen is way far better than webos.",0,5
7107,7107,"['manufacturing', 'defect', 'find', 'lg', 'replace', 'tv', 'repair', 'service', 'give', 'panel', 'defect', 'big', 'line', 'come', 'right', 'corner']",2,Manufacturing defect found and LG doesn't replace TV. Only repair service given for panel defect. Big line coming from right corner,0,2
7108,7108,"['bad', 'post', 'selling', 'service', 'ever', 'within', 'one', 'month', 'purchase', 'display', 'stop', 'work', 'post', 'complaint', 'lg', 'customer', 'care', 'say', 'display', 'damage', 'even', 'though', 'case', 'sign', 'damage', 'body', 'service', 'guy', 'claim', 'get', 'damage', 'inside', 'discussed', 'tv', 'guy', 'ensure', 'display', 'get', 'bad', 'show', 'sign', 'ask', 'repair', 'even', 'television', 'warranty', 'scam', 'run', 'post', 'service', 'add', 'post', 'twitter']",1,"Worst post selling service ever.
Within just one month of purchase the display stopped working.
When we posted a complaint to LG customer care. They are saying that the display is damaged even though this is not the case. There is no sign of damage over the body.
Service guys are claiming that it got damaged from inside. But when we discussed with other TV guys, they ensured that when the display gets bad it shows the same sign. And now they are asking for 27k for repair even when the television is in warranty.

This is a scam which is being run as a post service. I will add the same post on twitter.",0,1
7109,7109,"['trust', 'lg', 'product', 'go', 'blindly', 'buy', 'onlinehas', 'pro', 'con', 'pros', 'budget', 'tv', 'affordable', 'price', 'good', 'visuals', 'especially', 'hdr', 'content', 'watch', 'cricket', 'awesome', 'decent', 'sound', 'output', 'movable', 'tv', 'wall', 'mount', 'adjust', 'view', 'angle', 'ips', 'panel', 'good', 'black', 'colour', 'optimisation', 'processor', 'excellent', 'service', 'response', 'installation', 'lg', 'con', 'build', 'quality', 'upto', 'mark', 'panel', 'gap', 'panel', 'bezel', 'evident', 'web', 'though', 'say', 'improve', 'impressive', 'user', 'friendly', 'android', 'glitches', 'use', 'interface', 'fluidic', 'somewhat', 'irritate', 'gb', 'ram', 'gb', 'enough', 'consider', 'competition', 'tv', 'take', 'much', 'time', 'switch', 'display', 'could', 'give', 'magic', 'remote']",3,"Trusted LG product , so went blindly for buying online...has pros and cons
Pros:
1.budget 4k TV at affordable price
2.good visuals especially hdr content and watching cricket is awesome
3.decent sound output
4.movable TV wall mount for adjusting the viewing angle
5.IPS panel with good blacks and colour optimisation by the processor
6.Excellent service response and installation by LG

Cons:
1.Build quality not upto the mark.. panel gaps between PANEL and bezels are evident
2.WEB OS, though said to be improved, but not impressive and not user friendly as Android OS
3.Glitches while using the interface as it is not that fluidic and was somewhat irritating
4.1.5gb ram 16gb is not enough considering the competition
5.Tv takes much time to switch on and display
6.could have given magic remote.",0,3
7110,7110,"['buy', 'brand', 'name', 'feel', 'really', 'disappointed', 'moto', 'tv', 'well', 'picture', 'quality', 'model', 'late', 'tv', 'gen', 'lg', 'still', 'run', 'laggy', 'lag', 'second', 'everytime', 'operate', 'sometimes', 'feel', 'like', 'remote', 'work', 'remote', 'okay', 'actually', 'software', 'work', 'well', 'really', 'need', 'good', 'software', 'update']",3,"I bought it because of the brand name and feeling really disappointed.
1. Moto TV has better picture quality than this model
2. It is latest TV Gen by LG but still runs laggy.
3. It lags 2 to 3 seconds everytime while operating, sometimes feels like remote is not working but remote is okay actually software is not working well.
4. Really need a good software update.",0,3
7111,7111,"['write', 'review', 'use', 'months', 'wifi', 'connection', 'issue', 'frequent', 'app', 'crash', 'earth', 'lg', 'use', 'web', 'os', 'though', 'error', 'occur', 'time', 'occur', 'even', 'premium', 'product', 'like', 'lg', 'world', 'use', 'android', 'tv', 'god', 'know', 'lg', 'stuck', 'web', 'os', 'picture', 'quality', 'good', 'point', 'good', 'picture', 'quality', 'frustrate', 'frequent', 'app', 'crash', 'connection', 'blunder']",1,"Writing this review after using it for 9months
Wi-Fi connection issue, frequent app crash, and why in earth LG is using web OS
though these error occur only 2 out of 10 times but it shouldn’t occur even once in premium product like LG
The world is using Android in its Tv god knows why LG is stuck with web OS
Picture quality is good
But what is point of having good picture quality if you are frustrated with frequent app crash and connection blunder",0,3
7112,7112,"['sound', 'quality', 'bed']",3,Sound quality is very bed,0,3
7113,7113,"['video', 'audio', 'quality', 'good', 'web', 'processor', 'slow', 'laggy']",3,"Video & Audio quality is the very good but web os processor, it is too slow and laggy.",0,3
7114,7114,"['slow', 'software', 'lag', 'response', 'time', 'buggy', 'network', 'bluetooth', 'connection', 'really', 'sad', 'poorly', 'design', 'outofthebox', 'remote', 'fraudulent', 'advertisement', 'wall', 'mount', 'complimentary', 'fall', 'somewhere', 'hidden', 'statement', 'fact', 'wall', 'mount', 'chargeable', 'pay', 'bit', 'buy', 'brand', 'regret', 'buying']",1,"Slow software, lag in response time, buggy network and bluetooth connections and a really sad and poorly designed out-of-the-box remote and fraudulent advertisement that wall mount is complimentary- don't fall for this . somewhere hidden in the statement below is the fact that wall mount is chargeable . Pay a bit more and buy any of the other brands . Regret buying this",0,1
7115,7115,"['tv', 'two', 'main', 'function', 'display', 'tv', 'handle', 'impressively', 'display', 'one', 'best', 'market', 'segment', 'hand', 'sound', 'although', 'sound', 'clear', 'crispy', 'know', 'nobody', 'ever', 'mention', 'fact', 'tv', 'volume', 'way', 'low', 'put', 'tv', 'volume', 'even', 'hear', 'play', 'could', 'find', 'review', 'say', 'point', 'please', 'careful', 'buying', 'tv', 'external', 'speaker', 'would', 'best', 'tv', 'get', 'tv', 'volume', 'way', 'toooooo', 'low', 'hear', 'consider', 'put', 'tv', 'volume', 'even', 'hear', 'properly', 'tell', 'already', 'tv', 'model', 'uq', 'sound', 'quality', 'loudness', 'awesome', 'even', 'need', 'external', 'speaker', 'tv', 'fail', 'area', 'retuned', 'tv', 'get', 'old', 'model', 'except', 'bezel', 'old', 'model', 'great', 'overall', 'experience', 'bezel', 'tv', 'thickness', 'matter', 'much', 'sometime', 'display', 'sound', 'quality', 'sound', 'loudness', 'overall']",2,"A TV only has two main functions.

1/ Display - which this TV handles very very impressively. The display is one of the best in the market in this segment (hands down to this)

2/ Sound - although the sound is clear and crispy, I do not know why nobody has ever mentioned the fact the TV volume is way too low. I have to put my TV in 75-80% volume to even hear what is being played.

I could find only 1 review that says this point.

Please be careful when you are buying this TV. If u have a external speaker then this would be the best TV to get.
if not, THE TV VOLUME IS WAY TOOOOOO LOW TO HEAR. CONSIDER PUTTING YOUR TV VOLUME TO 75-85 TO EVEN HEAR IT PROPERLY.

I am telling this because I already have as a same TV of 2022 model - 43UQ7500 and the sound quality and loudness is just awesome. You don't even need a external speaker but this TV is failing in this area.

I HAVE RETUNED THIS TV TO GET THE OLDER MODEL. (except for the bezel older model is a great overall experience. Bezel and TV thickness won't matter much after sometime)

Display - 5/5
Sound quality - 4/5
Sound loudness - 1/5
Overall - 2.5/5",0,3
7116,7116,"['want', 'give', 'negative', 'review', 'installation', 'day', 'since', 'order', 'product', 'get', 'installation', 'call', 'amazon', 'installation', 'provide', 'two', 'contact', 'number', 'lg', 'service', 'center', 'number', 'work', 'amazon', 'people', 'also', 'raise', 'complaint', 'time', 'till', 'however', 'get', 'resolution', 'till', 'atleast', 'nt', 'receive', 'contact', 'detail', 'service', 'person', 'till', 'waste', 'time', 'hour', 'call', 'amazon', 'find', 'lg', 'service', 'center', 'contact', 'detail', 'finally', 'indecided', 'urged', 'amazon', 'take', 'product', 'give', 'refund', 'refuse', 'even', 'bad', 'experience', 'ever', 'face', 'amazon', 'even', 'great', 'brand', 'lg']",1,"I want to give negative review because of installation. Its been 10 days since I ordered the product, but i didnt get installation. I have been calling to Amazon for installation, they are providing two contact numbers for LG service center, but these numbers are not working and amazon people also raised complaint more than 6 times till now, however I didnt get any resolution till now and atleast i have n’t received contact details for any service person till now. I have been wasting my time for 2-4 hours for calling amazon and finding LG service center contact details. Finally Indecided and I urged Amazon to take their product and give my refund but they are refusing even for this. This is the worst experience I ever faced from amazon and even from such great brand LG.",0,2
7117,7117,"['installation', 'lg', 'technician', 'tv', 'come', 'long', 'time', 'power', 'lead', 'sometimes', 'blink', 'chance', 'come', 'work', 'later', 'indicator', 'also', 'come', 'wait', 'senior', 'technician', 'come', 'check', 'return', 'still', 'work', 'look', 'good']",1,"During installation by LG technician the TV did not come On for a long time. The Power On LED sometimes blinked. Then by chance it came on, and it worked. But later, the On indicator also does not come on. Now, waiting for senior technician to come and check it. Will return if it still does not work. Does not Look Good!!",0,2
7118,7118,"['tv', 'sell', 'seller', 'name', 'dawntech', 'issue', 'quality', 'check', 'prefer', 'buy', 'one', 'physical', 'store', 'nearby', 'mine', 'clearly', 'band', 'effect', 'even', 'manufacturer', 'lg', 'take', 'seriously', 'say', 'want', 'band', 'need', 'buy', 'oled', 'oled', 'subpar', 'quality', 'even', 'worse', 'band', 'issue', 'thoroughly', 'test', 'tv', 'physical', 'store', 'buying']",2,"All the TVs being sold by the seller named Dawntech have issues with quality check, prefer buying one from a physical store nearby. Mine clearly has banding effect and even the Manufacturer LG does not take it seriously, they say if you don't want banding you need to buy an OLED, OLEDs of subpar quality have even worse banding issues.
Thoroughly test a tv in a physical store before buying.",0,1
